zi	pinyin
腢	ǒu
腬	róu
膄	shòu
腨	shuàn
腲	wěi
腛	wò
腪	yùn
朡	zōng
膀	bàng,bǎng,páng,pāng
膑	bìn
膊	bo,bó
膏	gào,gāo
膈	gé
膋	liáo
膂	lǚ
膜	mó
膍	pí
膁	qiǎn
朢	wàng
膆	sù
膌	jí
膖	pāng
膅	táng
膃	wà
膎	xié
膉	yì
膘	biāo
膗	chuái
膵	cuì
膛	táng
膝	xī
膣	zhì
膞	zhuān
膚	fū
膕	guó
膓	cháng
膠	jiāo
膔	lù
膢	lǘ
膟	lǜ
膒	ōu
膷	xiāng
膤	xue
膡	yìng
膼	zhuā
膪	chuài
膰	fán
膙	jiǎng
膫	liáo
膦	lìn
膨	péng
膳	shàn
膩	nì
臈	là
朣	tóng
膧	tóng
膬	cuì
膭	kuì
膴	hū
膲	jiāo
臇	juǎn
朤	lǎng
朥	lɑo
膸	suǐ
膯	tēng
膮	xiāo
膶	rùn
膱	zhí
臂	bei,bì
臌	gǔ
臁	lián
朦	méng
臊	sào
膻	shān
臀	tún
臆	yì
膺	yīng
臃	yōng
膿	nóng
臉	liǎn
膾	kuài
膽	dǎn
臅	chù
臄	jué
臒	wò
臑	ér,nào
臏	bìn
臍	qí
臓	zàng
臎	cuì
臗	kuān
臐	xūn
臕	biāo
臘	là
臔	xiàn
臛	huò
臜	zā
臙	yān
臚	lú
臖	xìng
臝	luǒ
朧	lóng
臟	zàng
臞	qú
臢	zā
爫	zhǎo
爭	zhēng
爰	yuán
爯	chēng
爱	ài
爲	wéi
爳	hɑn
爵	jué
支	zhī
攰	guì
攱	guǐ
攲	qī
攳	xún
止	zhǐ
正	zhèng,zhēng
此	cǐ
步	bù
歧	qí
武	wǔ
歨	bù
歩	bù
歫	jù
歪	wǎi,wāi
歭	zhì
歬	qián
歯	chǐ
歮	sè
歲	suì
歳	suì
歱	zhǒng
歴	lì
歰	sè
歶	yú
歵	zé
歷	lì
歸	guī
爪	zhǎo,zhuǎ
爬	pá
爮	páo
爴	jué
白	bái
百	bǎi
癿	qié
皀	bī
皂	zào
皁	zào
皃	mào
的	de,dí,dì
皈	guī
皇	huáng
皆	jiē
皅	pā
皍	jí
皋	gāo,háo
皊	líng
皌	mò
皑	ái
皎	jiǎo
皐	gāo
皉	cǐ
皏	pěng
皕	bì
皓	hào
皖	wǎn
皒	é
皔	hàn
皙	xī
皗	chóu
皘	qiàn
皝	huàng
皚	ái
皞	hào
皜	hào
皛	xiǎo
皣	yè
皡	hào
皠	cuǐ
皟	zé
皤	pó
皥	hào
皢	xiǎo
皦	jiǎo
皧	ài
皨	xīng
皩	huàng
皪	lì
皫	piǎo
皬	hé
皭	jiào
癶	bō
癸	guǐ
癹	bá
発	fā
登	dēng
發	fā
歺	dǎi
甘	gān
甙	dài
甚	shén,shèn
甜	tián
甛	tián
甝	hán
甞	cháng
瓜	guā
瓝	bó
瓞	dié
瓟	bó
瓠	hù
瓡	zhí
瓢	piáo
瓣	bàn
瓤	ráng
瓥	lì
禾	hé
私	sī
秃	tū
秀	xiù
秂	rén
禿	tū
秉	bǐng
秆	gǎn
秄	zǐ
秊	nián
秈	xiān
秇	yì
秕	bǐ
种	chóng,zhòng,zhǒng
秬	jù
科	kē
秒	miǎo
秋	qiū
秭	zǐ
秗	yù
秔	jīng
秖	zhǐ
秌	qiū
秅	chá
秏	hào
秐	yún
秓	zhī
秘	bì,mì
称	chèn,chèng,chēng
秤	chèng,chēng
积	jī
秣	mò
秦	qín
秫	shú
秧	yāng
秩	zhì
租	zū
秚	bàn
秡	bó
秮	huó
秙	kù
秝	lì
秢	líng
秜	ní
秥	nián
秛	pī
秠	pī
秞	yóu
秪	dī
秨	zuó
秽	huì
秸	jiē
稆	lǚ
秾	nóng
移	yí
秺	dù
秴	huō
秳	huó
秹	rěn
秲	shì
秱	tóng
秵	yīn
秷	zhì
秼	zhū
秶	zī
程	chéng
稃	fū
稇	kǔn
稂	láng
稍	shào,shāo
税	shuì
稀	xī
稉	jīng
稈	gǎn
秿	fù
稁	gǎo
稌	tú
稅	shuì
稊	tí
稄	xùn
稗	bài
稖	bàng
稠	chóu
稞	kē
稔	rěn
稣	sū
稙	zhī
稚	zhì
稜	léng
稟	bǐng
稒	gū
稘	jī
稛	kǔn
稑	lù
稤	luè
稐	lǔn
稝	péng
稡	zuì
稏	yà
稢	yù
稕	zhùn
稓	zuó
稨	biǎn
穊	jì
稳	wěn
稬	nuò
稭	jiē
稱	chēng
種	zhǒng
稫	pì
稲	dào
稪	fú
稩	jì
稵	zī
稧	xì
穁	róng
稰	xǔ
稦	yī
稯	zōng
稻	dào
稿	gǎo
稾	gǎo
穀	gǔ
稽	jī,qǐ
稷	jì
稹	zhěn
稺	zhì
稴	xián
穃	rong
穂	suì
稸	xù
稶	yù
穇	cǎn
穄	jì
稼	jià
穆	mù
穑	sè
積	jī
穌	sū
穅	kāng
穎	yǐng
穔	huáng
穋	lù
穒	ke we o ke
穈	mén
穐	qiū
穓	yì
穗	suì
穟	suì
穉	zhì
穛	zhuō
穖	jǐ
穚	jiāo
穞	lǔ
穙	pú
穕	qiè
穘	xiāo
穜	tóng
穏	wěn
穝	zuō
穡	sè
穫	huò
穢	huì
穠	nóng
穣	ráng
穥	yǔ
穨	tuí
穤	nuò
穩	wěn
穪	chēng
穧	jì
穬	kuàng
穦	pīn
穮	biāo
穭	lǚ
穯	sè
龝	qiū
穰	ráng,rǎng
穱	zhuō
穳	cuán
穲	lí
钅	jīn
钆	gá
钇	yǐ
钉	dìng,dīng
钌	liào,liǎo
钋	pō
钊	zhāo
针	zhēn
钗	chāi
钏	chuàn
钓	diào
钒	fán
钔	mén
钕	nǚ
钎	qiān
钐	shàn,shān
钍	tǔ
钖	yáng
钑	sà
钯	bǎ
钣	bǎn
钡	bèi
钚	bù
钞	chāo
钭	dǒu
钝	dùn
钫	fāng
钙	gài
钢	gàng,gāng
钩	gōu
钬	huǒ
钜	jù
钧	jūn
钪	kàng
钠	nà
钮	niǔ
钤	qián
钦	qīn
钛	tài
钨	wū
钘	xíng
钥	yào,yuè
钟	zhōng
铋	bì
钵	bō
钹	bó
铂	bó
钸	bū
钿	diàn,tián
铎	duó
钴	gǔ
钾	jiǎ
钶	kē
铃	líng
铆	mǎo
钼	mù
铌	ní
铍	pí,pī
钷	pǒ
铅	qiān,yán
钱	qián
钳	qián
铈	shì
铄	shuò
铊	tā
钽	tǎn
铁	tiě
铉	xuàn
铀	yóu
钰	yù
钺	yuè
钲	zhēng
钻	zuàn,zuān
铇	bào
铵	ǎn
铲	chǎn
铛	chēng,dāng
铖	chéng
铳	chòng
铞	diào
铫	diào,yáo
铤	dìng,tǐng
铥	diū
铒	èr,ěr
铬	gè
铪	hā
铧	huá
铗	jiá
铰	jiǎo
铠	kǎi
铐	kào
铑	lǎo
铝	lǚ
铓	máng
铭	míng
铙	náo
铨	quán
铷	rú
铯	sè
铩	shā
铴	tàng,tāng
铜	tóng
铣	xǐ,xiǎn
铦	xiān
铏	xíng
铘	yé
铱	yī
铟	yīn
银	yín
铕	yǒu
铡	zhá
铮	zhèng,zhēng
铚	zhì
铢	zhū
铔	yā
锕	ā
锄	chú
锉	cuò
锇	é
锋	fēng
锆	gào
锅	guō
锏	jiàn,jiǎn
锔	jú,jū
锎	kāi
铿	kēng
铼	lāi
锒	láng
铹	láo
锂	lǐ
链	liàn
锍	liǔ
锊	lüè
铺	pù,pū
锓	qǐn
锐	ruì
锁	suǒ
铽	tè
锑	tī
铻	wú,yǔ
销	xiāo
锌	xīn
锈	xiù
铸	zhù
锃	zèng
锛	bēn
锤	chuí
错	cuò
锝	dé
锭	dìng
锢	gù
锪	huō
键	jiàn
锦	jǐn
锯	jù
锩	juǎn
锞	kè
锟	kūn
锣	luó
锚	máo
锰	měng
锘	nuò
锫	péi
锖	qiāng
锬	tán
锡	xī
锨	xiān
锳	yīng
锗	zhě
锧	zhì
锥	zhuī
锱	zī
锜	qí
锠	chāng
锿	āi
锸	chā
镀	dù
锻	duàn
锷	ě
镄	fèi
锾	huán
锽	huáng
镌	juān
锴	kǎi
镂	lòu
镅	méi
镁	měi
锵	qiāng
锹	qiāo
锲	qiè
锶	sī
锼	sōu
镃	zī
锺	zhōng
镑	bàng
镈	bó
镐	gǎo,hào
镉	gé
镓	jiā
镏	liú,liù
镆	mò
镎	ná
镊	niè
镍	niè
镋	tǎng
镒	yì
镇	zhèn
镔	bīn
镕	róng
镚	bèng
镖	biāo
镝	dí,dī
镜	jìng
镠	liú
镘	màn
镗	táng,tāng
镛	yōng
镞	zú
镙	luó
镟	xuàn
镩	cuàn,cuān
镫	dèng
镦	duì,dūn
镢	jué
镧	lán
镣	liào
镥	lǔ
镤	pú
镨	pǔ
镪	qiǎng,qiāng
镡	xín
镮	huán
镬	huò
镭	léi
镰	lián
镱	yì
镯	zhuó
镲	chǎ
镴	là
镳	biāo
镶	xiāng
镵	chán
立	lì
竌	chù
竍	shi
竎	fù
竏	qiɑn
竖	shù
竐	chù
竓	hɑo
竗	miào
竔	sheng
竑	hóng
竞	jìng
站	zhàn
竚	zhù
竝	bìng
竘	qǔ
竛	líng
竜	lóng
竒	qí
竟	jìng
章	zhāng
竡	bɑi
竫	jìng
竣	jùn
竦	sǒng
童	tóng
竢	sì
竤	hóng
竧	jìng
竪	shù
竨	diào
竩	yì
端	duān
竭	jié
竰	li
竮	píng
竬	qǔ
竱	zhuǎn
竲	céng
竴	cūn
竳	dēng
竵	wāi
競	jìng
竷	kǎn
竸	jìng
龙	lóng
龚	gōng
龛	kān
笼	lóng,lǒng
矛	máo
矜	guān,jīn,qín
矝	jīn
矟	shuò
矞	yù
矠	zé
矡	jué
皿	mǐn
盀	qǐ
盁	yíng
盂	yú
盆	pén
盈	yíng
盅	zhōng
盇	hé
盃	bēi
盄	diào
盎	àng
盍	hé
盉	hé
监	jiàn,jiān
盐	yán
益	yì
盏	zhǎn
盌	wǎn
盋	bō
盛	chéng,shèng
盗	dào
盖	gài,gě
盒	hé
盔	kuī
盘	pán
盕	fàn
盓	yū
盜	dào
盙	fǔ
盚	qiú
盝	lù
盟	méng
盞	zhǎn
監	jiàn
盡	jìn
盠	lí
盢	xù
盤	pán
盥	guàn
盧	lú
盦	ān
簋	guǐ
盨	xǔ
盩	zhōu
盪	dàng
盫	ān
簠	fǔ
盬	gǔ
盭	lì
母	mǔ
每	měi
毑	jiě
毒	dú
毓	yù
目	mù
盯	dīng
盲	máng
盱	xū
直	zhí
盰	gàn
盳	máng
盵	qì
眈	dān
盹	dǔn
盾	dùn
看	kàn,kān
眍	kōu
眊	mào
眉	méi
眄	miǎn
眇	miǎo
盼	pàn
省	shěng,xǐng
盻	xì
相	xiàng,xiāng
眨	zhǎ
眆	fǎng
盽	fēng
眃	yún
盷	xián
盿	mín
眀	míng
眅	pān
眂	shì
県	xiàn
盺	xīn
盶	yuǎn
眧	chǎo
眩	huàn,xuàn
眬	lóng
眛	mèi
眠	mián
眜	mò
眚	shěng
眙	yí
眢	yuān
真	zhēn
眎	shì
眡	shì
眑	yǎo
眪	bǐng
眣	dié
眔	dà
眓	huò
眗	jū
眖	kuàng
眫	pàng
眿	mò
眤	nì
眒	shēn
眘	shèn
眏	yāng
眕	zhěn
眞	zhēn
眐	zhēng
眝	zhù
眵	chī
眷	juàn
眶	kuàng
眯	mí,mǐ,mī
眽	mò
眸	móu
眭	suī
眺	tiào
眼	yǎn
着	zháo,zhāo,zhe,zhuó
睁	zhēng
眦	zì
眥	zì
眾	zhòng
眱	dì
眰	dié
眳	míng
眲	nè
眴	xuàn
眮	tóng
眻	yáng
眹	zhèn
睇	dì
睋	é
睅	hàn
睆	huǎn
睑	jiǎn
睊	juàn
睐	lái
睄	shào
睃	suō
睎	xī
睍	xiàn
睏	kùn
睈	chěng
睉	cuó
睌	miǎn
睂	méi
睥	bì,pì
睬	cǎi
督	dū
睹	dǔ
睢	huī,suī
睫	jié
睛	jīng
睖	lèng
睩	lù
瞄	miáo
睦	mù
睨	nì
睒	shǎn
睡	shuì
睟	suì
睚	yá
睞	lài
睠	juàn
睪	yì
睔	gùn
睧	hūn
睷	jiān
睝	li
睙	lì
睰	mà
睤	bì
睘	qióng
睗	shì
睓	tiǎn
睕	wān
睜	zhēng
睭	zhǒu
瞅	chǒu
睾	gāo
瞆	guì
睽	kuí
瞀	mào
睿	ruì
瞍	sǒu
瞇	mī
睶	chǔn
瞂	fá
睴	hùn
睺	hóu
睳	huī
睯	hūn
睸	mèi
睼	tí
瞃	wò
睱	xià
睲	xǐng
瞁	xù
睻	xuān
睮	yú
睵	zāi
瞋	chēn
瞌	kē
瞒	mán
瞢	méng
瞑	míng
瞎	xiā
瞝	chī
瞊	dàng
瞏	qióng
瞉	kòu
瞐	mò
瞙	mò
瞈	wěng
瞱	yè
瞠	chēng
瞛	cōng
瞰	kàn
瞜	lou,lōu
瞟	piǎo
瞥	piē
瞚	shùn
瞖	yì
瞞	mán
瞘	kōu
瞗	diāo
瞡	guī
瞣	wàn
瞔	zé
瞕	zhàng
瞪	dèng
瞭	liào,liǎo
瞵	lín
瞧	qiáo
瞫	shěn
瞤	shùn
瞬	shùn
瞳	tóng
瞩	zhǔ
瞶	guì
瞮	chè
瞯	xián
瞷	jiàn
瞴	wǔ
瞨	pú
瞦	xī
瞲	xuè
瞸	yè
瞽	gǔ
矇	méng
瞿	qú
瞻	zhān
瞾	zhào
矁	chǒu
瞼	jiǎn
瞹	ài
瞺	huì
矆	huò
矀	wéi
矂	sào
矎	xuān
矃	nǐng
矌	kuàng
矋	lei
矈	mián
矊	mián
矉	pín
矄	xūn
矅	yào
矍	jué
矒	méng
矏	mián
矐	huò
矑	lú
矓	lóng
矔	guàn
矗	chù
矙	kàn
矖	xǐ
矕	mǎn
矘	tǎng
矚	zhǔ
疒	nè
疔	dīng
疖	jiē
疗	liáo
疕	bǐ
疓	nǎi
疙	gē
疚	jiù
疠	lì
螶	qú
疝	shàn
疡	yáng
疘	gāng
疜	xià
疞	xū
疛	zhǒu
疤	bā
疢	chèn
疮	chuāng
疯	fēng
疥	jiè
疬	lì
疧	qí
疫	yì
疣	yóu
疭	zòng
疪	bì
疺	fá
疩	cuì
疦	jué
疨	yǎ
病	bìng
疸	dɑ,dǎn
疳	gān
疾	jí
痂	jiā
痉	jìng
疽	jū
疴	kē
痆	niè
疱	pào
疲	pí
痁	shān
疼	téng
痃	xuán
痈	yōng
痄	zhà
疹	zhěn
症	zhèng,zhēng
疻	zhǐ
疰	zhù
疿	fèi
痀	gōu
疶	xuē
疷	zhī
疵	cī
痕	hén
痎	jiē,jiē
痊	quán
痏	wěi
痒	yǎng
痍	yí
痔	zhì
痌	tōng
痐	huí
痓	zhì
痋	téng
痑	tān
痖	yǎ
痤	cuó
痘	dòu
痪	huàn
痨	láo
痢	lì
痗	mèi
痞	pǐ
痡	pū
痧	shā
痠	suān
痛	tòng
痦	wù
痫	xián
痣	zhì
痙	jìng
痥	duó
痾	kē
痝	máng
痩	shòu
痜	tū
痚	xiāo
痟	xiāo
痹	bì
痴	chī
瘁	cuì
瘅	dàn,dān
痱	fèi
痼	gù
痯	guǎn
痵	jì
痲	má
瘆	shèn
痰	tán
痿	wěi
瘀	yū
瘐	yǔ
瘃	zhú
瘂	yǎ
痬	yì
痷	ān
痺	bì
痭	bēng
痸	chì
瘄	cù
痶	tiǎn
痽	duī
瘑	guō
瘔	kù
痳	má
痻	mín
瘏	tú
痮	zhàng
瘥	cuó,chài
瘈	chì,zhì
瘩	dá,dɑ
瘊	hóu
瘕	jiǎ
瘌	là
瘘	lòu
瘙	sào
瘦	shòu
瘟	wēn
瘗	yì
瘋	fēng
瘉	yù
瘖	yīn
瘎	chén
瘍	yáng
瘓	huàn
瘣	huì
瘒	wén
瘇	zhǒng
瘢	bān
瘪	biě,biē
瘛	chì
瘝	guān
瘠	jí
瘤	liú
瘼	mò
瘞	yì
瘡	chuāng
瘜	xī
瘫	tān
瘨	diān
瘚	jué
癊	yìn
瘭	biāo
瘳	chōu
癀	huáng
癃	lóng
瘰	luǒ
瘸	qué
瘾	yǐn
瘿	yǐng
瘵	zhɑi
瘴	zhàng
瘮	shèn
瘯	cù
瘹	diào
瘺	lòu
瘻	lòu
瘽	qín
瘷	sè
瘶	sòu
瘱	yì
瘬	zhàng
瘲	zòng
癌	ái
癍	bān
療	liáo
癉	dàn
癆	láo
癇	xián
癘	lì
癈	fèi
癁	fú
癋	hè
癅	liú
癄	qiáo
癎	xián
癜	diàn
癞	là,lái
癖	pǐ
癔	yì
癒	yù
癤	jiē
癛	lǐn
癝	lǐn
癚	dàn
癏	guān
癐	guì
癗	lěi
癑	nòng
癙	shǔ
癓	wēi
癕	yōng
癣	xuǎn
癟	biē
癡	chī
癢	yǎng
癠	jì
癥	zhēng
癦	mò
癫	diān
癧	lì
癩	lài
癮	yǐn
癨	huò
癪	jī
癭	yǐng
癬	xuǎn
癯	qú
癰	yōng
癱	tān
癲	diān
癳	luǒ
癴	luán
癵	luán
鸟	diǎo,niǎo
鸡	jī
鸠	jiū
鸣	míng
鸤	shī
鸢	yuān
鸨	bǎo
鸧	cāng
鸥	ōu
鸦	yā
鸩	zhèn
鸱	chī
鸫	dōng
鸪	gū
鸰	líng
鸬	lú
鸲	qú
鸶	sī
鸵	tuó
鸮	xiāo
鸴	xué
鸭	yā
鸯	yāng
鸳	yuān
鸸	ér
鸽	gē
鸹	guā
鸻	héng
鸿	hóng
鸾	luán
鸺	xiū
鸷	zhì
鸼	zhōu
鹁	bó
鹅	é
鹄	gǔ,hè,hú
鹃	juān
鹂	lí
鹈	tí
鹀	wú
鹇	xián
鹆	yù
鹌	ān
鹎	bēi
鹑	chún
鹒	gēng
鹋	miáo
鹏	péng
鹐	qiān
鹊	què
鹔	sù
鹉	wǔ
鹓	yuān
鹍	kūn
鹚	cí
鹗	ě
鹘	gú,hú
鹖	hé
鹕	hú
鹛	méi
鹜	wù
鹙	qiū
鹤	hè
鹣	jiān
鹠	liú
鹟	wēng
鹞	yào
鹝	yì
鹢	yì
鹡	jī
鹨	liù
鹥	yì,yī
鹦	yīng
鹧	zhè
鹪	jiāo
鹫	jiù
鹩	liáo
鹬	yù
鹱	hù
鹮	huán
鹭	lù
鹲	méng
鹰	yīng
鹯	zhān
鹳	guàn
鹴	shuāng
皮	pí
皯	gǎn
皱	zhòu
皰	pào
皲	jūn
皴	cūn
皳	qiú
皵	què
皷	gǔ
皸	jūn
皹	jūn
皶	zhā
皺	zhòu
皻	zhā
皼	gǔ
皽	zhāo
皾	dú
生	shēng
甠	qíng
甡	shēn
產	chǎn
産	chǎn
甥	shēng
甦	sū
甤	ruí
甧	shēn
石	dàn,shí
矶	jī
矴	dìng
矵	qì
砀	dàng
矾	fán
矸	gān
矼	gāng
矻	kū
矿	kuàng
码	mǎ
矽	xī
矺	zhé
砐	è
矹	wù
矷	zǐ
砭	biān
砗	chē
砘	dùn
砜	fēng
砆	fū
砉	huā,xū
砄	jué
砍	kǎn
砒	pī
砌	qì,qiè
砂	shā
砑	yà
研	yán,yàn
砚	yàn
砖	zhuān
砏	pīn
砃	dān
砈	è
砎	jiè
砛	jin
砊	kāng
砅	lì
砇	mín
砕	suì
砙	wǎ
砓	zhé
砋	zhǐ
砹	ài
砵	bō
础	chǔ
砥	dǐ
砝	fǎ
砩	fú
砢	kē
硁	kēng
砬	lá
砺	lì
砾	lì
砻	lóng
砮	nǔ
砰	pēng
砯	pīng
破	pò
砷	shēn
砼	tóng
砣	tuó
砸	zá
砟	zhǎ
砧	zhēn
砫	zhù
砤	tuó
砲	pào
砨	ě
砠	jū
砿	kuàng
砳	lè
砱	líng
砞	mò
砪	mǔ
砶	pò
砽	yong
砡	yù
硐	dòng
硌	gè,luò
硅	guī
硔	hóng
硭	máng
硇	náo
硗	qiāo
硚	qiáo
硕	shuò
硒	xī
硖	xiá
硎	xíng
砦	zhài
硃	zhū
硏	yán
硋	ài
硛	ce o ke
硟	chàn
碀	chēng
硆	è
硄	kuāng
硊	wěi
硍	kèn
硓	lɑo
硉	lù
硑	pēng
硈	qià
硘	qing
硂	quán
硙	wèi
硠	láng
硫	liú
硵	lǔ
确	què
硪	wò
硝	xiāo
硬	yìng
硨	chē
硯	yàn
硤	xiá
硜	kēng
硶	chěn
硥	mǎng
硳	zē xi
硩	chè
硲	yù
硡	hōng
硴	huɑ
硷	jiǎn
硞	què
硱	kǔn
硦	luò
硰	shā
硧	yǒng
硣	xiāo
硢	yù
碍	ài
碑	bēi
碚	bèi
碜	chěn
碘	diǎn
碉	diāo
碇	dìng
碓	duì
硿	kōng
碌	liù,lù
硼	péng
碰	pèng
碕	qí
碏	què
碎	suì
碗	wǎn
碔	wǔ
碁	qí
碆	bō
碂	zòng
硾	zhuì
碙	náo
碋	hè
碊	jiān
碅	jūn
硻	kēng
碐	léng
碄	lín
碖	lún
碈	mín
碃	qìng
硹	sōng
碢	tuó
硽	yān
碒	yín
碤	yīng
硺	zhuó
碧	bì
碥	biǎn
碴	chá,chā
磁	cí
磋	cuō
碲	dì
碟	dié
碫	duàn
碱	jiǎn
碣	jié
磈	kuǐ
碶	qì
碳	tàn
碨	wèi
碹	xuàn
碡	zhou
碸	fēng
碪	zhēn
碩	shuò
碭	dàng
碮	tí
碠	dìng
磓	duī
碷	dun
磀	é
磆	huá
碦	kè
碯	nǎo
碝	ruǎn
碵	tián
碬	xiá
碞	yán
磅	bàng,páng
磙	gǔn
磕	kē
磊	lěi
磏	lián
碾	niǎn
磐	pán
磉	sǎng
磔	zhé
碼	mǎ
碻	què
確	què
磑	wèi
磝	áo
碽	gōng
磂	liú
磗	zhuān
磇	pī
磎	xī
磍	xiá
磃	sī
碿	sù
磄	táng
磌	tián
磘	yáo
磤	yīn
磒	yǔn
磺	huáng
磡	kàn
磨	mó,mò
碛	qì
磜	qì
磬	qìng
磲	qú
磧	qì
磚	zhuān
磠	lǔ
磟	liù
磖	lá
磣	chěn
磛	chán
磢	chuǎng
磭	chuò
磪	cuī
磥	lěi
磮	lun
磞	pēng
磦	biāo
磩	qì
磫	zōng
磴	dèng
磾	dī
礅	dūn
磵	jiàn
礁	jiāo
磷	lín
磻	pán
礃	zhǎng
磽	qiāo
礄	qiáo
磯	jī
磹	diàn
磸	dìng
礀	jiàn
礍	jié
磱	láo
磿	lì
磰	shàn
磼	jí
磶	xì
礂	xi
礇	yù
磳	zēng
礈	zhuì
礓	jiāng
礌	léi
礞	méng
礎	chǔ
礉	hé
礡	bō
礠	cí
礑	dàng
礐	què
礊	kè
礆	jiǎn
礚	kē
礔	pī
礕	pī
礏	yè
礒	yǐ
礖	yu
礜	yù
礋	zé
礤	cǎ
礪	lì
礙	ài
礦	kuàng
礘	è
礛	jiān
礣	miè
礟	pào
礗	pīn
礝	ruǎn
礢	yɑng
礧	léi
礬	fán
礫	lì
礨	lěi
礥	xián
礩	zhì
礴	bó
礳	mò
礮	pào
礰	lì
礭	què
礯	yīng
礵	shuāng
礱	lóng
礶	guàn
礷	jiān
礲	lóng
礸	cǎ
礹	yán
矢	shǐ
矣	yǐ
知	zhī
矤	shěn
矩	ju,jǔ
矧	shěn
矦	hóu
矨	yǐng
矫	jiáo,jiǎo
矪	zhōu
矬	cuó
短	duǎn
矮	ǎi
矰	zēng
矯	jiǎo
矱	yuē
矲	bà
示	shì
祟	suì
祘	suàn
祭	jì,zhài
票	piào,piāo
祡	chái
禀	bǐng
禁	jìn,jīn
禜	yíng
禦	yù
罒	wǎng
罗	luó
罚	fá
罘	fú
罢	bà,bɑ
罡	gāng
罛	gū
罟	gǔ
罝	jū
罞	máo
罠	mín
罜	zhǔ
罣	guà
罦	fú
罥	juàn
罤	tí
署	shǔ
罨	yǎn
罭	yù
罩	zhào
置	zhì
罪	zuì
罫	guǎi
罧	shēn
罬	zhuó
罱	lǎn
罴	pí
罳	sī
罰	fá
罯	ǎn
罶	liǔ
罵	mà
罸	fá
罷	bà
罼	bì
罹	lí
罻	wèi
罺	cháo
羁	jī
罽	jì
罾	zēng
罿	chōng
羂	juàn
羃	mì
羅	luó
羆	pí
羄	zhào
羇	jī
羈	jī
羉	luán
电	diàn
甲	jiá
申	shēn
田	tián
由	yóu
甴	yóu
甶	fú
甸	diàn
町	dīng,tīng
男	nán
甼	tǐng
甹	pīng
畀	bì
畅	chàng
画	huà
甿	méng
甾	zāi,zī
畁	bì
畂	mǔ
畄	liú
甽	zhèn
畃	xún
畈	fàn
界	jiè
畎	quǎn
畋	tián
畑	tián
畏	wèi
畇	yún
畐	fú
畊	gēng
畉	fú
畍	jiè
畆	mǔ
畒	mǔ
畓	dā bo
畚	běn
畜	chù,xù
畟	jī
留	liú
畔	pàn
畠	tián
畖	wā
畛	zhěn
畢	bì
畝	mǔ
畗	dá
畕	jiāng
畞	mǔ
畘	nán
略	lüè
畦	qí
畤	zhì
異	yì
畧	luè
畣	dá
畨	fān
畡	gāi
畩	yi
畴	chóu
番	fān,pān
畯	jùn
畬	shē,yú
畲	shē
畫	huà
畱	liú
畮	mǔ
畳	dié
畭	shē
畸	jī
畹	wǎn
畺	jiāng
當	dāng
畵	huà
畷	zhuì
畼	chàng
畻	chéng
畽	tuǎn
畿	jī
畾	léi
疀	chā
疂	dié
疁	liú
疃	tuǎn
疄	lín
疅	jiāng
疆	jiāng
疇	chóu
疉	dié
疈	pì
疊	dié
玄	xuán
玅	miào
玆	zī
玈	lú
率	lǜ,shuài
穴	xué
穵	wā
究	jiū
穷	qióng
空	kòng,kǒng,kōng
穹	qióng
穸	xī
穻	yū
窆	biǎn
穿	chuān
窃	qiè
突	tū
窀	zhūn
穽	jǐng
窂	láo
穼	shēn
穾	yào
窎	diào
窍	qiào
窊	wā
窅	yǎo
窈	yǎo
窄	zhǎi
窇	báo
窉	bìng
窋	zhú
窌	jiào
窕	tiǎo
窑	yáo
窒	zhì
窓	chuāng
窚	chéng
窐	wā
窏	wū
窔	yào
窗	chuāng
窜	cuàn
窖	jiào
窘	jiǒng
窝	wō
窛	kòu
窙	xiāo
窦	dòu
窠	kē
窟	kū
窥	kuī
窣	sū
窩	wō
窞	dàn
窤	guān
窢	huò
窡	zhuó
窧	zhuo
窭	jù
窨	xūn,yìn
窬	yú
窪	wā
窫	yà
窳	yǔ
窯	yáo
窰	yáo
窮	qióng
窲	cháo
窴	tián
窱	tiǎo
窿	lóng
窸	xī
窶	jù
窵	diào
窺	kuī
窻	chuāng
窼	chāo
窽	kuǎn
窷	liào
窹	wù
窾	kuǎn
竂	liáo
竀	chēng
竁	cuì
竃	zào
竅	qiào
竄	cuàn
竆	qióng
竈	zào
竇	dòu
竊	qiè
竉	lǒng
疋	yǎ
疌	jié
疍	dàn
疏	shū
疎	shū
疑	yí
疐	zhì
丵	zhuó
衤	yī
补	bǔ
衩	chà,chǎ
衬	chèn
衫	shān
衦	gǎn
衱	jié
衪	yì
衧	yú
袄	ǎo
衭	fū
袆	huī
衿	jīn
袂	mèi
衲	nà
衽	rèn
衴	dǎn
衸	jiè
袀	jūn
衹	zhǐ
衻	rán
袇	rán
衵	rì
衼	zhī
衳	zhōng
衶	zhòng
被	bèi,pī
袯	bó
袢	fán,pàn
袜	mò,wà
袍	páo
袪	qū
袒	tǎn
袖	xiù
袗	zhěn
袟	zhì
袊	lǐng
袐	bì
袚	fú
袩	zhé
袛	dī
袝	fù
袧	gōu
袔	hè
袓	jù
袦	nà
袮	mi
袙	pà
袡	rán
袑	shào
袉	tuó
袘	yí
袥	tuō
袨	xuàn
袕	xué
袎	yào
袣	yì
袏	zuò
裆	dāng
袱	fú
袼	gē
袿	guī
袺	jié
裉	kèn
袴	kù
裈	kūn
袷	qiā
裀	yīn
袾	zhū
袵	rèn
袹	bó
